idFactura,idC,fecha
136,4,2023-02-02
137,3,2023-07-17
138,4,2023-04-17
139,3,2023-06-18
140,2,2023-01-08
141,7,2023-03-15
142,7,2023-11-14
143,5,2023-02-20
144,7,2023-02-25
145,7,2022-11-29
146,9,2022-12-30
147,1,2023-08-04
148,8,2023-06-01
149,9,2023-07-26
150,4,2022-12-10
151,8,2023-01-30
152,3,2022-12-03
153,9,2023-10-06
154,10,2023-07-08
155,3,2023-02-21
156,10,2023-02-27
157,8,2023-06-30
158,4,2022-12-10
159,6,2023-01-10
160,8,2023-01-04
161,8,2023-06-18
162,7,2023-10-23
163,10,2023-06-19
164,2,2023-10-11
165,6,2023-01-13
166,10,2023-03-22
167,10,2023-10-31
168,3,2022-12-02
169,9,2023-05-09
170,1,2023-07-14
171,10,2023-08-11
172,7,2023-07-07
173,8,2023-05-06
174,5,2023-06-25
175,1,2023-09-13
176,7,2023-01-02
177,6,2023-06-14
178,2,2023-07-30
179,6,2023-03-21
180,1,2023-07-07
181,9,2022-12-18
182,10,2022-12-20
183,9,2023-03-21
184,9,2023-10-07
185,5,2023-07-20
186,4,2023-10-30
187,2,2023-05-09
188,9,2023-02-14
189,10,2023-02-06
190,7,2023-04-12
191,2,2023-02-02
192,8,2023-02-14
193,1,2023-08-10
194,4,2023-07-29
195,3,2023-05-11
196,6,2023-08-19
197,6,2023-03-05
198,1,2023-04-03
199,9,2023-03-24
200,6,2023-08-11
201,10,2023-02-04
202,8,2023-10-01
203,2,2023-05-15
204,9,2023-11-23
205,6,2023-06-13
206,7,2023-02-28
207,9,2023-03-28
208,2,2023-03-23
209,9,2023-01-08
210,3,2023-06-06
211,9,2023-09-29
212,8,2022-12-09
213,9,2023-04-21
214,1,2023-02-23
215,6,2023-03-22
216,8,2023-11-04
217,3,2023-09-09
218,2,2023-03-04
219,1,2023-06-25
220,5,2023-07-02
221,7,2023-03-16
222,3,2023-11-07
223,6,2023-06-29
224,1,2023-10-14
225,9,2023-04-06
226,5,2023-11-17
227,2,2023-09-30
228,8,2023-03-22
229,9,2023-08-02
230,2,2023-04-01
231,5,2023-04-16
232,2,2023-03-22
233,1,2023-01-13
234,7,2023-10-25
235,2,2023-03-29
236,5,2023-03-06
237,5,2023-09-07
238,8,2023-09-15
239,7,2023-02-09
240,9,2023-08-18
241,6,2023-02-10
242,7,2022-11-30
243,6,2023-08-23
244,7,2023-01-02
245,8,2023-02-09
246,1,2023-05-04
247,1,2023-03-01
248,9,2023-02-19
249,8,2023-05-07
250,5,2023-05-07
251,3,2023-02-16
252,7,2023-07-18
253,8,2022-12-28
254,8,2023-05-16
255,1,2023-06-08
256,3,2023-02-09
257,4,2023-03-10
258,6,2023-05-11
259,2,2023-01-21
260,6,2023-07-19
261,8,2023-01-13
262,5,2023-07-15
263,4,2023-10-28
264,9,2023-08-24
265,2,2023-02-13
266,10,2023-03-26
267,5,2023-07-07
268,8,2023-02-25
269,9,2022-12-05
270,9,2023-10-19
271,1,2023-10-14
272,8,2023-06-30
273,4,2023-08-05
274,1,2023-08-16
275,2,2023-09-20
276,5,2022-12-29
277,5,2023-09-21
278,5,2023-08-10
279,8,2023-07-03
280,2,2023-10-07
281,7,2023-05-20
282,3,2022-12-22
283,8,2023-01-29
284,8,2023-06-24
285,9,2023-03-23
286,2,2023-03-28
287,5,2023-08-30
288,5,2023-06-30
289,7,2023-08-13
290,3,2023-03-23
291,5,2023-09-05
292,3,2023-02-19
293,6,2023-05-17
294,4,2023-04-12
295,6,2023-01-07
296,2,2023-03-03
297,10,2023-03-07
298,10,2023-09-12
299,6,2023-08-01
300,8,2023-11-14
301,9,2023-11-23
302,8,2023-07-15
303,4,2023-09-19
304,3,2023-08-10
305,10,2023-01-07
306,10,2023-04-18
307,5,2023-02-18
308,6,2023-07-20
309,1,2023-10-07
310,10,2023-03-06
311,4,2023-07-15
312,2,2023-11-02
313,9,2023-11-11
314,2,2023-09-25
315,4,2023-02-11
316,1,2023-01-22
317,10,2023-05-29
318,7,2023-02-10
319,3,2023-10-29
320,3,2023-11-17
321,4,2023-07-28
322,10,2023-06-19
323,8,2023-09-07
324,8,2023-02-15
325,9,2023-06-03
326,6,2022-12-30
327,5,2023-01-11
328,2,2023-03-13
329,8,2023-01-09
330,1,2023-04-12
331,7,2023-04-08
332,1,2023-01-20
333,9,2023-11-09
334,3,2023-02-09
335,3,2023-07-20
336,6,2023-10-16
337,10,2023-05-18
338,8,2023-09-22
339,1,2023-05-26
340,4,2023-09-24
341,4,2023-08-08
342,1,2022-12-16
343,8,2023-03-29
344,9,2023-03-28
345,4,2023-08-28
346,6,2023-02-20
347,9,2023-03-27
348,8,2023-10-20
349,5,2023-09-25
350,2,2023-08-19
351,6,2023-03-12
352,1,2023-08-15
353,1,2023-08-21
354,2,2023-03-05
355,1,2023-10-20
356,2,2023-01-03
357,7,2022-12-01
358,6,2023-10-24
359,7,2023-10-09
360,7,2023-08-05
361,6,2023-07-27
362,7,2023-09-18
363,8,2023-02-08
364,2,2023-05-15
365,7,2023-09-29
366,2,2023-09-01
367,1,2023-03-19
368,7,2023-10-16
369,6,2023-11-18
370,8,2023-06-16
371,6,2023-10-03
372,3,2023-10-03
373,5,2023-11-09
374,4,2023-10-14
375,6,2023-06-11
376,9,2023-02-11
377,7,2023-08-14
378,9,2023-01-14
379,10,2023-08-26
380,10,2023-03-23
381,7,2023-08-08
382,10,2023-02-18
383,6,2023-10-25
384,9,2023-06-15
385,3,2023-01-07
386,10,2023-06-19
387,9,2023-02-04
388,7,2023-11-02
389,2,2022-12-16
390,8,2023-07-10
391,5,2023-07-30
392,8,2023-03-16
393,9,2023-10-21
394,1,2023-05-07
395,3,2022-12-21
396,2,2023-09-07
397,3,2023-09-23
398,1,2023-07-05
399,9,2023-09-01
400,4,2023-08-05
401,9,2023-06-02
402,10,2023-02-19
403,4,2022-12-13
404,5,2023-05-31
405,4,2023-11-10
406,8,2023-04-10
407,7,2023-01-11
408,8,2023-04-12
409,6,2023-08-14
410,5,2022-12-10
411,2,2023-01-10
412,7,2023-09-06
413,3,2023-10-26
414,8,2023-03-30
415,4,2023-10-12
416,6,2023-07-22
417,4,2022-12-09
418,3,2023-03-17
419,8,2023-01-15
420,5,2022-12-09
421,1,2023-10-05
422,9,2023-03-31
423,3,2023-07-04
424,4,2023-01-19
425,3,2023-02-07
426,3,2023-07-01
427,5,2023-02-19
428,6,2023-01-10
429,9,2023-11-07
430,9,2023-01-28
431,7,2023-08-29
432,6,2023-06-16
433,2,2023-02-12
434,10,2023-01-10
435,4,2022-12-12
436,2,2023-01-18
437,2,2023-05-03
438,8,2023-04-06
439,2,2023-05-13
440,3,2023-04-11
441,5,2023-06-24
442,3,2023-07-25
443,1,2023-01-25
444,6,2023-06-09
445,1,2023-07-05
446,1,2023-09-01
447,2,2022-12-28
448,10,2022-12-05
449,10,2023-04-16
450,8,2023-05-06
451,6,2023-08-04
452,8,2023-10-15
453,2,2023-01-17
454,1,2023-04-23
455,10,2023-09-26
456,6,2023-03-24
457,7,2023-04-23
458,2,2023-08-20
459,8,2023-10-02
460,5,2023-10-09
461,9,2023-05-16
462,1,2023-02-23
463,7,2023-04-05
464,3,2023-03-16
465,2,2023-01-14
466,6,2023-07-30
467,4,2023-09-24
468,6,2023-09-10
469,4,2023-03-17
470,6,2023-09-13
471,7,2023-05-17
472,9,2023-09-13
473,2,2023-05-17
474,9,2023-07-11
475,9,2023-06-03
476,7,2023-06-20
477,4,2023-06-01
478,6,2023-03-21
479,7,2023-04-21
480,10,2023-03-27
481,2,2023-05-09
482,5,2023-07-01
483,9,2022-12-23
484,9,2023-06-04
485,3,2023-05-12
486,1,2023-07-02
487,4,2023-03-27
488,8,2023-06-20
489,9,2023-02-12
490,10,2023-02-02
491,1,2023-06-26
492,5,2023-07-09
493,1,2023-04-05
494,5,2023-10-07
495,8,2023-09-06
496,8,2023-07-28
497,4,2022-12-01
498,2,2023-01-22
499,7,2023-01-19
500,5,2023-05-12
idFactura,idC,fecha
501,3,2023-07-31
502,6,2023-06-04
503,9,2023-06-29
504,1,2022-12-02
505,10,2023-03-17
506,6,2023-02-07
507,3,2023-01-28
508,2,2023-07-03
509,4,2023-07-28
510,1,2023-03-08
511,7,2023-11-20
512,6,2023-05-22
513,3,2023-11-05
514,8,2023-02-10
515,5,2023-08-23
516,9,2023-09-25
517,2,2023-09-22
518,4,2023-10-05
519,2,2023-01-21
520,5,2023-09-19
521,7,2023-06-25
522,2,2023-10-18
523,6,2023-09-28
524,9,2023-09-07
525,10,2023-04-05
526,10,2023-09-09
527,7,2023-08-28
528,7,2023-06-10
529,2,2023-05-29
530,9,2023-04-14
531,3,2023-08-20
532,2,2023-09-15
533,9,2023-05-20
534,7,2023-10-20
535,7,2023-01-25
536,4,2023-03-05
537,10,2023-10-25
538,10,2023-03-02
539,5,2023-10-01
540,7,2023-06-11
541,1,2023-03-31
542,2,2023-10-13
543,7,2022-11-27
544,3,2023-06-08
545,6,2023-05-07
546,1,2023-06-30
547,7,2023-04-19
548,3,2023-06-14
549,7,2023-07-05
550,4,2023-08-06
551,6,2023-05-09
552,6,2023-02-15
553,10,2023-04-25
554,4,2023-01-12
555,2,2023-03-03
556,8,2023-06-30
557,7,2023-08-27
558,4,2023-05-14
559,4,2023-03-20
560,3,2023-07-05
561,8,2023-03-04
562,8,2023-05-19
563,10,2023-10-16
564,6,2023-03-26
565,10,2023-04-02
566,7,2023-11-20
567,9,2023-08-22
568,5,2023-07-27
569,5,2023-09-18
570,6,2023-04-22
571,7,2023-03-26
572,5,2023-08-26
573,7,2023-08-19
574,1,2022-12-14
575,6,2022-12-17
576,8,2023-02-20
577,4,2023-07-15
578,10,2023-08-30
579,1,2023-02-04
580,5,2023-09-22
581,10,2023-03-12
582,3,2023-04-17
583,8,2023-04-15
584,8,2023-11-16
585,1,2023-02-01
586,8,2023-02-07
587,4,2023-01-04
588,4,2023-05-10
589,5,2023-01-07
590,10,2023-05-04
591,5,2023-02-18
592,9,2023-03-30
593,8,2023-04-18
594,6,2023-09-30
595,5,2023-03-17
596,6,2023-10-05
597,3,2023-05-05
598,8,2023-10-14
599,10,2023-10-01
600,8,2023-01-08
601,7,2023-08-17
602,8,2023-11-02
603,10,2023-02-23
604,10,2023-06-17
605,2,2023-06-22
606,1,2023-01-15
607,8,2023-10-06
608,1,2023-04-26
609,9,2023-05-06
610,9,2023-09-08
611,10,2022-12-13
612,7,2022-12-17
613,2,2023-04-20
614,8,2023-09-28
615,8,2023-06-05
616,8,2023-04-05
617,2,2023-06-06
618,2,2023-11-05
619,4,2023-06-06
620,3,2023-09-22
621,7,2023-01-08
622,9,2023-08-06
623,4,2023-02-08
624,8,2023-10-16
625,4,2023-07-23
626,10,2023-09-13
627,7,2023-07-25
628,3,2023-06-05
629,6,2023-02-19
630,2,2022-12-25
631,5,2022-12-02
632,9,2023-09-11
633,10,2023-02-04
634,10,2022-12-22
635,9,2022-12-01
636,10,2023-03-18
637,1,2023-10-19
638,7,2023-02-26
639,2,2023-06-24
640,3,2023-07-21
641,4,2023-01-26
642,3,2023-04-07
643,6,2023-08-07
644,4,2023-08-26
645,7,2023-09-19
646,3,2023-09-13
647,1,2023-06-23
648,10,2023-10-26
649,5,2023-05-07
650,5,2022-12-01
651,5,2023-09-09
652,3,2023-01-05
653,4,2023-06-05
654,3,2023-07-28
655,9,2023-05-05
656,4,2022-12-05
657,6,2022-12-09
658,7,2023-09-29
659,4,2023-08-02
660,7,2023-06-18
661,6,2022-12-27
662,8,2023-09-05
663,5,2023-11-22
664,8,2023-09-13
665,3,2023-11-14
666,4,2023-03-25
667,10,2023-05-22
668,4,2023-06-20
669,3,2023-01-12
670,7,2023-02-20
671,1,2023-07-18
672,3,2023-06-19
673,8,2023-03-09
674,9,2023-04-10
675,1,2023-05-28
676,2,2022-12-11
677,1,2023-10-10
678,4,2023-02-08
679,6,2022-11-29
680,6,2023-01-23
681,2,2023-08-27
682,10,2023-09-23
683,2,2023-08-03
684,2,2023-03-22
685,7,2023-10-17
686,7,2023-10-29
687,4,2023-09-05
688,2,2023-08-26
689,4,2023-01-16
690,3,2023-01-31
691,5,2023-11-03
692,1,2023-10-24
693,5,2023-07-04
694,6,2022-12-09
695,9,2023-11-18
696,1,2023-07-28
697,2,2023-04-21
698,9,2023-09-21
699,3,2023-05-28
700,10,2023-05-31
701,7,2022-12-19
702,9,2023-10-04
703,9,2023-11-11
704,4,2023-11-03
705,6,2023-10-26
706,6,2023-09-25
707,3,2023-07-05
708,10,2023-07-16
709,1,2023-10-05
710,9,2023-01-27
711,9,2023-07-30
712,5,2023-10-23
713,9,2023-08-21
714,1,2022-12-11
715,3,2023-06-24
716,7,2023-06-29
717,3,2023-05-02
718,10,2023-05-31
719,6,2023-07-12
720,5,2023-06-17
721,7,2023-03-24
722,1,2023-03-08
723,4,2023-07-09
724,8,2023-09-27
725,4,2022-12-05
726,4,2023-01-25
727,10,2023-07-15
728,8,2023-09-14
729,2,2023-06-02
730,10,2023-05-14
731,2,2023-07-25
732,5,2023-08-13
733,8,2022-12-11
734,9,2023-02-23
735,1,2023-01-09
736,7,2023-07-27
737,9,2023-03-01
738,7,2023-05-04
739,9,2023-05-13
740,6,2023-10-01
741,3,2023-02-07
742,2,2023-09-07
743,5,2023-05-13
744,4,2023-06-11
745,7,2023-07-14
746,8,2023-04-30
747,8,2023-11-21
748,5,2023-09-04
749,9,2023-07-27
750,8,2023-06-16
751,6,2023-03-18
752,7,2023-05-30
753,5,2023-04-09
754,4,2023-11-04
755,3,2022-12-29
756,2,2023-09-23
757,10,2022-12-18
758,1,2023-09-24
759,2,2023-10-12
760,6,2023-11-13
761,3,2023-01-31
762,2,2022-12-27
763,1,2023-10-07
764,1,2023-06-23
765,5,2022-12-12
766,10,2023-06-26
767,10,2023-01-17
768,4,2023-07-30
769,6,2022-12-12
770,7,2023-03-01
771,5,2023-03-08
772,10,2023-01-30
773,6,2023-07-22
774,1,2022-12-11
775,5,2023-04-30
776,2,2023-02-26
777,5,2023-08-09
778,9,2023-09-05
779,10,2023-06-15
780,1,2023-11-19
781,2,2023-11-14
782,6,2023-06-05
783,9,2023-03-15
784,2,2023-03-15
785,2,2023-08-28
786,9,2022-11-26
787,3,2023-01-18
788,10,2023-02-28
789,6,2023-03-08
790,6,2023-08-03
791,4,2023-04-10
792,10,2023-09-18
793,2,2022-12-02
794,2,2023-01-05
795,3,2023-07-31
796,7,2022-12-28
797,6,2023-09-13
798,1,2022-12-14
799,1,2023-02-15
800,5,2023-09-15
801,1,2023-07-11
802,10,2023-06-17
803,2,2023-03-02
804,1,2023-01-09
805,10,2023-07-10
806,7,2023-02-20
807,5,2023-06-20
808,10,2023-11-08
809,3,2023-06-20
810,9,2023-01-21
811,8,2023-09-04
812,9,2023-05-04
813,3,2023-10-22
814,7,2023-11-08
815,8,2023-09-05
816,1,2023-05-11
817,6,2023-05-12
818,2,2023-06-23
819,1,2023-07-05
820,4,2023-11-10
821,4,2023-06-03
822,10,2022-11-29
823,7,2023-01-19
824,7,2023-04-25
825,9,2023-07-30
826,6,2022-12-11
827,2,2023-02-13
828,6,2023-03-12
829,8,2023-07-01
830,10,2023-05-17
831,1,2023-01-07
832,8,2023-03-11
833,9,2022-12-04
834,6,2023-01-28
835,5,2023-07-18
836,9,2022-12-23
837,5,2022-12-14
838,7,2023-09-06
839,2,2023-05-23
840,5,2023-07-08
841,3,2023-03-29
842,6,2023-09-09
843,1,2023-02-16
844,4,2023-06-12
845,6,2023-08-12
846,1,2023-04-17
847,4,2023-04-20
848,6,2023-06-30
849,2,2023-07-31
850,10,2023-08-29
851,1,2022-11-23
852,6,2023-03-09
853,10,2023-09-30
854,6,2023-05-12
855,9,2023-10-01
856,2,2023-02-22
857,3,2023-05-18
858,6,2023-01-10
859,6,2023-01-02
860,5,2023-03-25
861,7,2023-04-21
862,4,2023-06-26
863,8,2023-04-21
864,7,2023-03-06
865,8,2022-12-06
866,9,2022-12-17
867,2,2023-02-14
868,2,2023-03-22
869,3,2023-01-06
870,4,2023-09-26
871,8,2023-09-06
872,4,2022-12-14
873,2,2023-02-19
874,8,2023-11-20
875,2,2023-05-21
876,2,2023-03-17
877,5,2023-01-30
878,3,2022-12-20
879,4,2022-12-08
880,1,2023-09-16
881,9,2023-05-01
882,4,2023-02-07
883,10,2023-04-01
884,9,2023-02-27
885,5,2023-09-25
886,1,2023-03-01
887,3,2023-09-21
888,6,2023-01-27
889,7,2023-10-15
890,9,2022-12-16
891,6,2023-08-15
892,10,2023-01-12
893,8,2023-04-24
894,6,2023-05-14
895,9,2023-08-06
896,2,2023-04-21
897,2,2023-05-14
898,2,2023-05-18
899,8,2023-02-27
900,6,2023-02-22
901,10,2023-10-29
902,10,2022-12-02
903,6,2023-04-28
904,4,2022-12-02
905,8,2023-04-18
906,10,2022-12-03
907,8,2022-12-20
908,3,2023-08-21
909,8,2023-07-22
910,1,2023-11-03
911,1,2023-09-17
912,1,2023-09-12
913,8,2023-08-10
914,5,2023-08-23
915,8,2023-01-26
916,2,2023-03-04
917,4,2023-03-31
918,8,2023-10-13
919,6,2023-07-16
920,3,2023-06-08
921,6,2023-07-16
922,7,2023-01-19
923,8,2023-06-11
924,4,2023-08-26
925,4,2023-06-10
926,8,2023-11-18
927,6,2023-06-24
928,6,2023-10-28
929,8,2023-08-31
930,2,2023-04-25
931,5,2023-05-26
932,1,2023-07-05
933,6,2023-04-25
934,10,2023-10-29
935,8,2023-02-15
936,4,2023-02-02
937,8,2023-01-23
938,4,2023-08-30
939,8,2023-05-16
940,5,2023-03-01
941,3,2023-07-13
942,4,2023-08-27
943,6,2023-11-02
944,1,2023-06-25
945,3,2023-11-01
946,5,2023-07-24
947,1,2023-01-26
948,5,2023-10-16
949,7,2022-11-27
950,9,2023-03-21
951,8,2023-10-23
952,10,2023-11-05
953,7,2023-11-13
954,9,2023-10-03
955,9,2023-08-12
956,4,2023-08-03
957,4,2023-09-07
958,5,2023-04-01
959,9,2023-01-07
960,8,2023-01-29
961,5,2023-04-28
962,3,2023-10-04
963,2,2023-01-05
964,6,2022-12-29
965,5,2023-03-29
966,3,2023-10-09
967,1,2023-04-05
968,5,2023-01-11
969,2,2023-07-26
970,4,2023-06-17
971,1,2023-07-07
972,6,2023-05-21
973,7,2022-12-29
974,2,2023-10-06
975,6,2023-05-04
976,6,2023-11-05
977,3,2023-06-13
978,7,2023-05-31
979,4,2023-06-26
980,1,2022-12-22
981,4,2023-06-01
982,9,2023-09-14
983,10,2023-08-31
984,2,2023-04-03
985,8,2023-10-13
986,5,2022-12-13
987,10,2023-01-02
988,8,2023-04-12
989,5,2023-09-24
990,9,2022-12-31
991,9,2023-05-18
992,3,2023-09-28
993,1,2023-02-02
994,5,2023-09-28
995,1,2022-12-12
996,1,2023-08-04
997,5,2023-11-22
998,1,2023-07-04
999,5,2023-02-11
1000,7,2023-09-17
idFactura,idC,fecha
1001,1,2022-12-31
1002,4,2023-09-23
1003,4,2023-07-17
1004,10,2023-06-03
1005,9,2023-05-31
1006,8,2023-07-08
1007,8,2023-05-16
1008,6,2023-08-07
1009,7,2023-02-21
1010,6,2023-07-28
1011,2,2023-03-31
1012,2,2023-07-19
1013,8,2023-07-13
1014,4,2023-08-27
1015,8,2023-07-25
1016,7,2023-08-18
1017,5,2023-10-13
1018,10,2023-03-21
1019,3,2023-03-14
1020,3,2023-03-20
1021,10,2023-04-02
1022,6,2023-05-04
1023,10,2023-04-01
1024,3,2023-07-29
1025,8,2023-09-05
1026,9,2023-09-27
1027,4,2023-10-21
1028,10,2022-12-07
1029,6,2023-04-02
1030,9,2023-07-14
1031,9,2022-12-31
1032,5,2023-09-10
1033,7,2022-11-27
1034,10,2023-05-26
1035,1,2023-05-05
1036,7,2023-10-02
1037,10,2023-09-05
1038,6,2023-08-13
1039,5,2023-03-17
1040,9,2023-05-18
1041,6,2023-04-02
1042,7,2023-03-29
1043,3,2022-12-22
1044,6,2023-06-17
1045,8,2023-06-01
1046,5,2023-11-02
1047,7,2023-09-16
1048,7,2023-08-30
1049,5,2023-03-15
1050,10,2023-07-18
1051,2,2022-12-29
1052,6,2023-06-20
1053,3,2023-01-07
1054,2,2023-02-17
1055,8,2023-03-04
1056,7,2023-03-09
1057,1,2023-05-25
1058,4,2023-11-16
1059,2,2023-09-30
1060,10,2022-12-02
1061,3,2023-07-29
1062,2,2023-05-31
1063,3,2023-05-10
1064,9,2023-02-02
1065,3,2023-02-23
1066,6,2022-12-31
1067,10,2023-01-01
1068,4,2023-08-25
1069,7,2023-11-21
1070,4,2022-12-10
1071,6,2023-10-22
1072,3,2022-12-20
1073,7,2023-03-29
1074,5,2023-11-01
1075,5,2023-08-17
1076,10,2023-10-15
1077,10,2023-02-05
1078,9,2023-03-12
1079,2,2022-12-18
1080,5,2022-12-23
1081,2,2023-05-04
1082,1,2023-07-28
1083,7,2023-01-05
1084,3,2023-11-13
1085,2,2023-03-20
1086,3,2023-10-14
1087,2,2023-04-02
1088,10,2023-06-18
1089,3,2023-10-25
1090,2,2022-12-09
1091,6,2022-11-30
1092,9,2023-06-17
1093,3,2023-02-24
1094,1,2023-10-01
1095,7,2023-10-16
1096,8,2023-10-29
1097,8,2023-07-15
1098,5,2023-09-03
1099,7,2023-09-03
1100,3,2023-05-14
1101,10,2023-09-30
1102,9,2023-08-26
1103,6,2023-01-31
1104,4,2023-03-21
1105,8,2023-04-05
1106,7,2023-04-30
1107,4,2023-03-08
1108,10,2023-08-18
1109,7,2023-09-12
1110,1,2023-05-20
1111,1,2023-09-10
1112,8,2023-08-05
1113,5,2023-02-28
1114,9,2023-08-27
1115,5,2023-02-09
1116,3,2023-02-05
1117,4,2023-07-25
1118,1,2023-03-08
1119,4,2023-08-20
1120,5,2023-05-31
1121,8,2023-07-03
1122,2,2023-02-28
1123,6,2023-04-02
1124,9,2023-08-10
1125,6,2022-12-07
1126,8,2023-11-15
1127,2,2023-02-25
1128,1,2023-09-08
1129,9,2023-01-05
1130,4,2023-06-11
1131,2,2023-08-16
1132,10,2023-02-19
1133,7,2022-12-05
1134,6,2023-07-17
1135,3,2023-04-15
1136,9,2023-10-22
1137,3,2023-11-11
1138,8,2023-07-27
1139,7,2023-08-17
1140,1,2023-10-24
1141,5,2023-03-05
1142,8,2022-12-15
1143,6,2023-08-06
1144,4,2023-09-07
1145,4,2023-03-25
1146,1,2023-09-10
1147,8,2023-08-19
1148,9,2023-06-21
1149,6,2023-11-20
1150,8,2023-08-09
1151,8,2023-05-15
1152,9,2023-06-02
1153,8,2022-11-23
1154,6,2023-09-12
1155,3,2023-01-15
1156,9,2023-04-13
1157,3,2023-10-11
1158,6,2023-07-23
1159,1,2023-07-28
1160,2,2023-03-04
1161,7,2023-04-07
1162,2,2023-09-22
1163,4,2022-12-18
1164,3,2023-01-10
1165,7,2023-01-29
1166,10,2023-07-01
1167,3,2023-11-09
1168,1,2023-02-02
1169,9,2022-12-17
1170,1,2023-04-01
1171,8,2023-11-03
1172,4,2023-02-16
1173,7,2023-10-16
1174,10,2023-05-29
1175,9,2023-09-23
1176,1,2023-10-11
1177,10,2023-10-08
1178,9,2023-06-29
1179,5,2023-03-27
1180,6,2023-04-23
1181,9,2023-06-17
1182,8,2023-03-29
1183,2,2023-03-11
1184,4,2023-06-17
1185,4,2023-09-24
1186,10,2023-06-05
1187,6,2023-08-06
1188,9,2023-05-19
1189,5,2023-02-11
1190,4,2022-12-03
1191,9,2023-07-13
1192,10,2023-01-09
1193,3,2023-08-12
1194,8,2022-12-03
1195,8,2023-01-08
1196,2,2023-11-21
1197,10,2023-01-11
1198,7,2023-07-07
1199,5,2023-10-08
1200,3,2023-08-02
1201,5,2022-12-18
1202,10,2023-02-11
1203,2,2023-03-12
1204,10,2023-01-24
1205,5,2023-02-22
1206,6,2023-08-17
1207,2,2023-04-16
1208,5,2023-10-30
1209,3,2023-07-22
1210,9,2023-04-20
1211,7,2023-07-23
1212,4,2023-01-05
1213,3,2023-07-11
1214,4,2022-12-28
1215,5,2023-07-30
1216,4,2022-12-29
1217,7,2023-07-20
1218,6,2023-06-07
1219,7,2023-01-04
1220,10,2023-11-05
1221,6,2023-10-25
1222,2,2022-12-01
1223,1,2023-07-04
1224,9,2023-11-01
1225,2,2022-12-21
1226,9,2023-07-21
1227,3,2023-02-21
1228,1,2023-06-06
1229,3,2022-11-29
1230,3,2023-03-27
1231,7,2023-01-04
1232,6,2023-06-19
1233,4,2023-02-28
1234,5,2023-05-28
1235,3,2023-03-25
1236,8,2023-07-26
1237,8,2023-07-30
1238,5,2023-08-19
1239,8,2023-10-25
1240,4,2023-10-25
1241,2,2023-02-26
1242,9,2023-08-04
1243,5,2023-04-28
1244,3,2023-01-19
1245,2,2023-09-02
